ArraySize ThreadCount Time[s] Bandwidth[Bytes/s]
65536 1 0.00158366666667 331410037.951
65536 2 0.000887666666667 591320870.114
65536 3 0.000783666666667 670205890.669
65536 4 0.000766 688767744.281
65536 5 0.000783666666667 671430771.674
65536 6 0.000851333333333 617369206.001
65536 7 0.000925 570294221.21
65536 8 0.00108366666667 507946555.064
65536 9 0.001132 473402978.133
65536 10 0.00136033333333 403224494.653
65536 11 0.001383 401192977.082
65536 12 0.00146133333333 361661077.296
65536 13 0.00163633333333 334001183.898
65536 14 0.00178833333333 310690760.183
65536 15 0.00173466666667 306588003.179
65536 16 0.001912 280293642.667
65536 17 0.00203133333333 266832830.451
65536 18 0.002146 251356921.325
65536 19 0.00203566666667 264131711.301
65536 20 0.00221066666667 240127375.906
65536 21 0.00249333333333 220593635.396
65536 22 0.00241766666667 219324538.863
65536 23 0.00254266666667 208751602.503
65536 24 0.00278933333333 194720882.676
65536 25 0.00283066666667 187321906.46
65536 26 0.002851 185547274.953
65536 27 0.00304266666667 175217652.822
65536 28 0.00333933333333 161780584.073
65536 29 0.00337166666667 158813573.36
65536 30 0.00355566666667 150763526.023
65536 31 0.003663 146299568.659
65536 32 0.00381433333333 141284846.86
65536 33 0.004004 133959452.707
65536 34 0.003961 133991289.306
65536 35 0.00418 129010278.34
65536 36 0.00416066666667 134152352.03
65536 37 0.003973 134902471.625
65536 38 0.00432766666667 122432210.477
65536 39 0.00438833333333 121448146.892
65536 40 0.00446033333333 119001277.238
65536 41 0.00474866666667 113457767.437
65536 42 0.004627 116268842.62
65536 43 0.004813 110512885.886
65536 44 0.004919 108537378.219
65536 45 0.005339 99731543.7578
65536 46 0.00527166666667 100826243.96
65536 47 0.00505766666667 107450477.168
65536 48 0.00541066666667 99529624.7662
65536 49 0.005406 101295807.758
65536 50 0.00552566666667 98670088.5464
65536 51 0.00553833333333 96867618.1239
65536 52 0.00553066666667 99300104.578
65536 53 0.00606233333333 88206482.4151
65536 54 0.005773 93625713.3219
65536 55 0.00597333333333 89830537.9025
65536 56 0.00607366666667 88159347.5577
65536 57 0.00597733333333 90752355.0313
65536 58 0.00646866666667 82365394.6347
65536 59 0.00648833333333 82780061.9442
65536 60 0.00673333333333 80888452.5719
65536 61 0.006709 81090726.5908
65536 62 0.006773 80163693.7809
65536 63 0.006719 81143175.9412
65536 64 0.00672466666667 82103136.5794
65536 65 0.00702833333333 76828984.4489
65536 66 0.00699566666667 77080584.1114
65536 67 0.007197 75185688.5328
65536 68 0.00750166666667 71919910.1134
65536 69 0.00756266666667 71325408.8799
131072 1 0.00272066666667 392406505.855
131072 2 0.00152866666667 685884002.847
131072 3 0.001221 860393149.203
131072 4 0.00107433333333 980209103.431
131072 5 0.00102833333333 1044114380.15
131072 6 0.001031 1029340539.33
131072 7 0.00110833333333 975900549.624
131072 8 0.00109166666667 969523990.443
131072 9 0.001117 950705368.289
131072 10 0.001224 878509199.231
131072 11 0.001441 754385207.171
131072 12 0.001394 777337488.897
131072 13 0.001503 715545359.265
131072 14 0.00153366666667 697436121.494
131072 15 0.001777 620611271.73
131072 16 0.00174166666667 645106560.439
131072 17 0.00185 576569913.806
131072 18 0.001862 576504680.118
131072 19 0.00196 542304981.706
131072 20 0.00223733333333 504069772.364
131072 21 0.00225133333333 499638459.324
131072 22 0.00218366666667 497198229.604
131072 23 0.002231 498505120.308
131072 24 0.002256 474013872.135
131072 25 0.002239 488038119.616
131072 26 0.002612 429758635.023
131072 27 0.00240366666667 448962527.056
131072 28 0.00243933333333 450265319.092
131072 29 0.00288766666667 380660348.299
131072 30 0.003019 367928162.853
131072 31 0.00285966666667 383709699.27
131072 32 0.00304666666667 356039401.59
131072 33 0.003153 352109247.818
131072 34 0.00325566666667 336474231.633
131072 35 0.00335566666667 327018942.23
131072 36 0.00342533333333 321572617.515
131072 37 0.00359766666667 311039337.888
131072 38 0.003521 310168316.678
131072 39 0.004104 272671390.434
131072 40 0.00391433333333 281987199.535
131072 41 0.00387433333333 282644604.429
131072 42 0.00427 256745800.781
131072 43 0.00454466666667 242338635.951
131072 44 0.00407366666667 267559946.716
131072 45 0.004309 255220795.021
131072 46 0.00451333333333 243131397.03
131072 47 0.004337 248065716.825
131072 48 0.00451366666667 238591630.399
131072 49 0.00466966666667 236755751.095
131072 50 0.00483866666667 223668918.553
131072 51 0.004915 222142783.875
131072 52 0.005045 215986247.897
131072 53 0.00553833333333 199261614.149
131072 54 0.00531433333333 210896689.419
131072 55 0.005202 208845956.944
131072 56 0.005671 198580624.087
131072 57 0.00542033333333 202841563.701
131072 58 0.00563566666667 197413777.362
131072 59 0.005664 195033874.886
131072 60 0.005631 197042620.224
131072 61 0.006112 182784410.853
131072 62 0.00629066666667 176600217.13
131072 63 0.006309 177577796.843
131072 64 0.006255 175238369.117
131072 65 0.00641166666667 172402815.419
131072 66 0.00681433333333 162015033.784
131072 67 0.00694666666667 160209119.138
131072 68 0.007013 157000071.479
131072 69 0.00694133333333 161637526.373
262144 1 0.00434133333333 494027578.131
262144 2 0.002846 737069558.72
262144 3 0.002146 1003375208.76
262144 4 0.00169866666667 1254668091.87
262144 5 0.00141266666667 1486453759.65
262144 6 0.00131266666667 1599643968.26
262144 7 0.00139433333333 1573772699.62
262144 8 0.00122466666667 1715442711.19
262144 9 0.00132666666667 1661527301.96
262144 10 0.00133566666667 1645139985.79
262144 11 0.00135433333333 1609553160.73
262144 12 0.00129933333333 1618544876.38
262144 13 0.001397 1548903448.72
262144 14 0.00134266666667 1566597087.25
262144 15 0.00149166666667 1493318774.91
262144 16 0.00148533333333 1456821817.04
262144 17 0.00154233333333 1363924482.97
262144 18 0.00176833333333 1253816165.94
262144 19 0.001611 1303675194.28
262144 20 0.001813 1212041299.59
262144 21 0.00171966666667 1225735156.7
262144 22 0.00179033333333 1202136373.35
262144 23 0.00190666666667 1128505610.3
262144 24 0.00206566666667 1062211215.57
262144 25 0.002102 1017577967.02
262144 26 0.00226066666667 962065710.448
262144 27 0.00216133333333 975451158.048
262144 28 0.00236 934733396.577
262144 29 0.00253266666667 858344561.331
262144 30 0.00277166666667 801737783.776
262144 31 0.00259 834850082.305
262144 32 0.00274666666667 792502849.342
262144 33 0.002625 810029239.523
262144 34 0.00274866666667 780878273.065
262144 35 0.00291266666667 744277308.798
262144 36 0.00289566666667 734236331.99
262144 37 0.00288366666667 736519769.174
262144 38 0.003163 681718004.302
262144 39 0.003287 656397933.286
262144 40 0.003306 654431734.378
262144 41 0.00330133333333 649484077.631
262144 42 0.003463 620108256.364
262144 43 0.00354166666667 609309872.026
262144 44 0.00370633333333 586007668.358
262144 45 0.00349933333333 606191440.018
262144 46 0.00367233333333 580004821.043
262144 47 0.00381133333333 563073498.558
262144 48 0.00397933333333 540337581.658
262144 49 0.003903 545454997.489
262144 50 0.00444733333333 494551973.642
262144 51 0.00422033333333 510984363.247
262144 52 0.00435166666667 493200925.299
262144 53 0.00427766666667 500373116.111
262144 54 0.004418 487184219.936
262144 55 0.00458533333333 470595370.186
262144 56 0.00435866666667 484724175.792
262144 57 0.00449233333333 474203298.902
262144 58 0.004954 438928486.04
262144 59 0.00513633333333 421552597.348
262144 60 0.00504166666667 431173052.333
262144 61 0.00504433333333 424959771.093
262144 62 0.00530833333333 406187694.996
262144 63 0.00538533333333 399068266.083
262144 64 0.00543966666667 394048152.594
262144 65 0.00568066666667 381682970.182
262144 66 0.00540966666667 394037728.072
262144 67 0.005885 364452586.152
262144 68 0.00567966666667 377241961.603
262144 69 0.005734 373999284.993
524288 1 0.00594766666667 723868548.18
524288 2 0.00500433333333 867297084.372
524288 3 0.00378166666667 1117687569.42
524288 4 0.00296933333333 1413242382.28
524288 5 0.002525 1661771128.96
524288 6 0.00226233333333 1853834978.5
524288 7 0.002084 2013454938.52
524288 8 0.00196033333333 2177253944.19
524288 9 0.001827 2298050086.74
524288 10 0.001942 2199480311.29
524288 11 0.00195266666667 2149235211.69
524288 12 0.00190266666667 2206751103.24
524288 13 0.00197 2153616465.68
524288 14 0.00193266666667 2171920538.69
524288 15 0.00200533333333 2126480379.1
524288 16 0.00188833333333 2223642846.08
524288 17 0.00198133333333 2170731544.38
524288 18 0.00223266666667 2034530850.11
524288 19 0.001967 2134279190.58
524288 20 0.00196933333333 2132418496.95
524288 21 0.00200566666667 2092789081.52
524288 22 0.00213866666667 1997650840.43
524288 23 0.00219233333333 1938662150.82
524288 24 0.00226066666667 1857346071.25
524288 25 0.00229366666667 1831787988.55
524288 26 0.00236266666667 1789899000.03
524288 27 0.00246066666667 1738957157.95
524288 28 0.002373 1772357391.93
524288 29 0.00256166666667 1673231055.65
524288 30 0.00263966666667 1622312092.04
524288 31 0.002516 1670003106.37
524288 32 0.00275433333333 1544623463.92
524288 33 0.00294033333333 1462735200.52
524288 34 0.002964 1443015740.34
524288 35 0.00302866666667 1419642568.99
524288 36 0.00304966666667 1397025948.45
524288 37 0.003169 1367310239.11
524288 38 0.003231 1334655872.97
524288 39 0.00316533333333 1331030340.57
524288 40 0.003467 1243182014.19
524288 41 0.003348 1266549516.13
