ArraySize ThreadCount Time[s] Bandwidth[Bytes/s]
524288 42 0.00351033333333 1214877960.77
524288 43 0.003596 1189032888.65
524288 44 0.00368566666667 1157062391.59
524288 45 0.00361 1171006075.56
524288 46 0.00398666666667 1076553969.03
524288 47 0.00396166666667 1090004209.26
524288 48 0.00417933333333 1037078302.67
524288 49 0.00424066666667 1009777054.43
524288 50 0.00398466666667 1061069161.95
524288 51 0.00424966666667 1007177103.26
524288 52 0.004479 961744631.119
524288 53 0.00453366666667 946328263.687
524288 54 0.00435433333333 977014847.014
524288 55 0.00472433333333 910164297.621
524288 56 0.004962 878737552.771
524288 57 0.00515633333333 840419107.084
524288 58 0.004761 902893859.815
524288 59 0.00507066666667 847923650.431
524288 60 0.005189 824892738.679
524288 61 0.005487 788934946.534
524288 62 0.00532933333333 801402071.96
524288 63 0.00533333333333 798699545.503
524288 64 0.00528033333333 806896761.171
524288 65 0.00545033333333 778409950.369
524288 66 0.005709 748911665.428
524288 67 0.00579933333333 740481716.655
524288 68 0.006074 707625613.841
524288 69 0.00574 738151374.56
1048576 1 0.0115863333333 745343448.082
1048576 2 0.00874533333333 1023087978.16
1048576 3 0.00708333333333 1186659663.45
1048576 4 0.00557 1512279280.62
1048576 5 0.004657 1801561588.49
1048576 6 0.004073 2064796840.86
1048576 7 0.00360333333333 2329058145.93
1048576 8 0.00326866666667 2582498935.96
1048576 9 0.00309266666667 2718259961.14
1048576 10 0.00343566666667 2503691917.12
1048576 11 0.00350666666667 2399454642.53
1048576 12 0.00334 2514074900.25
1048576 13 0.00329966666667 2543350886.09
1048576 14 0.00329433333333 2562914256.73
1048576 15 0.00316833333333 2648507384.7
1048576 16 0.00306433333333 2739852594.59
1048576 17 0.00308566666667 2721082188.99
1048576 18 0.00315233333333 2669112048.73
1048576 19 0.00330133333333 2543585596.32
1048576 20 0.00328833333333 2567571280.39
1048576 21 0.00324066666667 2589403697.85
1048576 22 0.003346 2537883836.08
1048576 23 0.003412 2527990732.42
1048576 24 0.003216 2641498151.12
1048576 25 0.00338833333333 2539864630.24
1048576 26 0.003353 2529391177.15
1048576 27 0.00328366666667 2555371644.99
1048576 28 0.00339266666667 2492651264.15
1048576 29 0.00343033333333 2495563055.88
1048576 30 0.003312 2564883391.54
1048576 31 0.003306 2574584459.07
1048576 32 0.003333 2554123108.6
1048576 33 0.003499 2448954667.49
1048576 34 0.003625 2374805461.18
1048576 35 0.003596 2357705453.66
1048576 36 0.00352933333333 2379559955.55
1048576 37 0.00356766666667 2353979943.75
1048576 38 0.00390833333333 2219131566.53
1048576 39 0.00373666666667 2271135791.95
1048576 40 0.00394966666667 2176109335.58
1048576 41 0.00406733333333 2120884721.13
1048576 42 0.003976 2145441514.18
1048576 43 0.00400133333333 2112863256.75
1048576 44 0.00422633333333 2027920295.98
1048576 45 0.00418133333333 2034459993.51
1048576 46 0.00419966666667 2011098790.48
1048576 47 0.004407 1940301454.45
1048576 48 0.00444333333333 1928892496.62
1048576 49 0.004447 1927545658.62
1048576 50 0.00440166666667 1921355591.39
1048576 51 0.004658 1838734399.93
1048576 52 0.00462566666667 1836677577.44
1048576 53 0.004794 1782642459.68
1048576 54 0.00489233333333 1748761057.01
1048576 55 0.00481033333333 1764150035.46
1048576 56 0.005247 1635003116.87
1048576 57 0.00509666666667 1679341650.5
1048576 58 0.005329 1610780208.31
1048576 59 0.005659 1531628844.36
1048576 60 0.00547133333333 1568979039.78
1048576 61 0.00533333333333 1590118979.59
1048576 62 0.005476 1562206014.51
1048576 63 0.005654 1512712618.68
1048576 64 0.005671 1507133734.72
1048576 65 0.005668 1500991423.16
1048576 66 0.005708 1489518456.23
1048576 67 0.00574166666667 1476423386.03
1048576 68 0.00606666666667 1419221461.25
1048576 69 0.006161 1378462988.9
2097152 1 0.0208253333333 811307152.604
2097152 2 0.0151686666667 1161413036.88
2097152 3 0.0117753333333 1426230421.72
2097152 4 0.009958 1692829786.71
2097152 5 0.00839833333333 2007973923.85
2097152 6 0.00733633333333 2293763726.81
2097152 7 0.00664633333333 2529766624.59
2097152 8 0.00612533333333 2747081374.94
2097152 9 0.00613033333333 2747423296.93
2097152 10 0.00644366666667 2628060873.12
2097152 11 0.0067 2504588632.27
2097152 12 0.00655933333333 2561483896.87
2097152 13 0.006385 2631204060.05
2097152 14 0.00622633333333 2702535210.44
2097152 15 0.006054 2775619200.32
2097152 16 0.005945 2823757607.82
2097152 17 0.005951 2821689194.6
2097152 18 0.00621066666667 2708480647.17
2097152 19 0.00629633333333 2665221552.1
2097152 20 0.00617033333333 2723540787.81
2097152 21 0.006251 2696284975.54
2097152 22 0.006061 2774459116.68
2097152 23 0.005965 2813603745.26
2097152 24 0.00601766666667 2795636378.77
2097152 25 0.006092 2761523503.75
2097152 26 0.00628033333333 2676218629.98
2097152 27 0.00642433333333 2618869054.72
2097152 28 0.00639 2634380185.44
2097152 29 0.006268 2680300177.57
2097152 30 0.00614033333333 2733362220.73
2097152 31 0.006241 2699515938.24
2097152 32 0.006291 2680650280.57
2097152 33 0.00630166666667 2671377285.38
2097152 34 0.00648366666667 2594499581.6
2097152 35 0.00664566666667 2532735777.66
2097152 36 0.00643533333333 2608079001.71
2097152 37 0.00670433333333 2522313879.89
2097152 38 0.00673433333333 2511521370.97
2097152 39 0.00641 2618338216.82
2097152 40 0.00661166666667 2559602970.86
2097152 41 0.00654766666667 2581389275.09
2097152 42 0.00651166666667 2593067059.68
2097152 43 0.006574 2569654794.19
2097152 44 0.00662333333333 2560081354.88
2097152 45 0.00651233333333 2596346259.69
2097152 46 0.00641433333333 2627352488.48
2097152 47 0.006503 2597381331.31
2097152 48 0.00635133333333 2643104591.97
2097152 49 0.00661333333333 2563023032.82
2097152 50 0.00664233333333 2556699131.49
2097152 51 0.00647 2605878018.5
2097152 52 0.006775 2515514568.55
2097152 53 0.006662 2547559572.9
2097152 54 0.00666466666667 2541136200.23
2097152 55 0.00701333333333 2431581006.0
2097152 56 0.00676433333333 2492367205.29
2097152 57 0.00670833333333 2510109138.16
2097152 58 0.00708266666667 2403752898.57
2097152 59 0.00724433333333 2355309705.45
2097152 60 0.00694633333333 2430366738.89
2097152 61 0.00719433333333 2362902077.82
2097152 62 0.00747566666667 2288953961.01
2097152 63 0.00710033333333 2384932074.55
2097152 64 0.00701333333333 2403390149.2
2097152 65 0.00755066666667 2261282138.9
2097152 66 0.00731733333333 2328740003.53
2097152 67 0.007586 2244488610.94
2097152 68 0.00722933333333 2337594846.45
2097152 69 0.00733166666667 2306873664.79
4194304 1 0.0388386666667 875201540.925
4194304 2 0.0283033333333 1264812266.38
4194304 3 0.0231126666667 1453105447.98
4194304 4 0.018246 1840709506.87
4194304 5 0.015185 2213585334.04
4194304 6 0.0134376666667 2500131616.49
4194304 7 0.0125333333333 2679435495.79
4194304 8 0.0117503333333 2856736339.92
4194304 9 0.01214 2773974729.01
4194304 10 0.0129303333333 2613715186.23
4194304 11 0.013395 2506815548.93
4194304 12 0.0128946666667 2603178703.45
4194304 13 0.0124763333333 2691658379.2
4194304 14 0.0121523333333 2762723297.18
4194304 15 0.011882 2824916704.45
4194304 16 0.011666 2879324149.73
4194304 17 0.012119 2774767065.54
4194304 18 0.0128146666667 2627254231.83
4194304 19 0.0130626666667 2570108284.61
4194304 20 0.0127306666667 2636481078.08
4194304 21 0.012423 2701890514.21
4194304 22 0.0122043333333 2750580736.05
4194304 23 0.0121336666667 2767133821.26
4194304 24 0.0120043333333 2796435601.32
4194304 25 0.012269 2736729754.41
4194304 26 0.0128553333333 2613388576.94
4194304 27 0.013053 2571620390.6
4194304 28 0.0127823333333 2626170458.59
4194304 29 0.0126433333333 2655090081.7
4194304 30 0.0124556666667 2695633143.43
4194304 31 0.0124323333333 2701431107.43
4194304 32 0.012373 2713109368.08
4194304 33 0.0127246666667 2640465993.69
4194304 34 0.0129333333333 2596963744.01
4194304 35 0.0130303333333 2576329586.5
4194304 36 0.0129366666667 2594898921.31
4194304 37 0.012902 2601934899.21
4194304 38 0.0128563333333 2612319371.96
4194304 39 0.012775 2627748947.61
4194304 40 0.012778 2627214155.61
4194304 41 0.0130256666667 2577671021.73
4194304 42 0.0132333333333 2537219928.5
4194304 43 0.013206 2542433686.32
4194304 44 0.013189 2545640692.83
4194304 45 0.0131943333333 2544152435.05
4194304 46 0.0131443333333 2553918643.71
4194304 47 0.0131756666667 2547382599.59
4194304 48 0.0130813333333 2565714598.02
4194304 49 0.0130366666667 2575541692.71
4194304 50 0.0130586666667 2570569368.99
4194304 51 0.0131386666667 2556335259.27
4194304 52 0.0131246666667 2558300010.51
4194304 53 0.0130096666667 2581150326.65
4194304 54 0.0130516666667 2572468327.64
4194304 55 0.0130906666667 2567072451.42
4194304 56 0.0129146666667 2600163801.85
4194304 57 0.0130826666667 2567472777.65
4194304 58 0.013054 2573310546.55
4194304 59 0.0132056666667 2546877757.02
4194304 60 0.013069 2570787759.55
4194304 61 0.013226 2541080205.54
4194304 62 0.0131853333333 2550248861.04
4194304 63 0.013143 2557723033.94
4194304 64 0.0133186666667 2525501593.63
4194304 65 0.013182 2550237099.27
4194304 66 0.0131633333333 2553005076.28
4194304 67 0.0131596666667 2555343166.82
4194304 68 0.0130173333333 2580116525.07
4194304 69 0.013087 2566281040.93
8388608 1 0.0729643333333 927272508.137
8388608 2 0.0529176666667 1361078865.19
8388608 3 0.0450316666667 1490636222.09
8388608 4 0.0348956666667 1924309643.24
8388608 5 0.028734 2336874526.81
8388608 6 0.0256533333333 2616919233.38
8388608 7 0.0245256666667 2736540539.66
8388608 8 0.023309 2879316670.26
8388608 9 0.024401 2760781089.87
8388608 10 0.026096 2589974187.12
8388608 11 0.0268953333333 2495649336.34
8388608 12 0.0256993333333 2611800997.64
8388608 13 0.0245883333333 2729982516.68
8388608 14 0.024127 2782882386.61
8388608 15 0.0236396666667 2839550334.04
8388608 16 0.0232593333333 2887093339.8
8388608 17 0.0241786666667 2781896465.99
8388608 18 0.0255693333333 2631917208.97
8388608 19 0.0261416666667 2567439582.04
8388608 20 0.025204 2663168882.33
8388608 21 0.024492 2740717946.77
8388608 22 0.024153 2780033009.43
8388608 23 0.023866 2813302433.87
8388608 24 0.023624 2842488191.01
8388608 25 0.024297 2765463911.61
8388608 26 0.0254833333333 2636247754.67
8388608 27 0.0258576666667 2596837862.42
8388608 28 0.0251326666667 2671663819.79
8388608 29 0.0248866666667 2697831100.83
8388608 30 0.0244586666667 2745050560.77
8388608 31 0.024331 2759199370.64
8388608 32 0.0239703333333 2800638706.88
8388608 33 0.0246616666667 2722950203.57
8388608 34 0.0253936666667 2644148094.98
8388608 35 0.0256376666667 2618284746.96
8388608 36 0.0253976666667 2643747260.85
8388608 37 0.0251543333333 2669888645.53
8388608 38 0.0249396666667 2692912527.81
8388608 39 0.0247586666667 2711262228.67
8388608 40 0.0249086666667 2696934738.42
8388608 41 0.0252336666667 2661424120.95
8388608 42 0.0257496666667 2607519822.87
8388608 43 0.025833 2599134883.68
8388608 44 0.0256383333333 2617780879.85
8388608 45 0.0255863333333 2623531360.12
8388608 46 0.0254153333333 2641195692.31
8388608 47 0.0253256666667 2650504124.69
8388608 48 0.0251763333333 2666780817.74
8388608 49 0.0250966666667 2675120734.36
8388608 50 0.0250653333333 2678541854.79
8388608 51 0.024872 2699221408.23
8388608 52 0.0250206666667 2683686986.08
8388608 53 0.025085 2677578449.79
8388608 54 0.024889 2698611898.6
8388608 55 0.024815 2706874572.72
8388608 56 0.0245326666667 2738005760.38
8388608 57 0.0245883333333 2732684130.4
8388608 58 0.0245836666667 2732433755.89
8388608 59 0.024721 2717993807.65
8388608 60 0.0245056666667 2741875406.15
8388608 61 0.02425 2771209246.17
8388608 62 0.0245293333333 2739128116.86
8388608 63 0.0246043333333 2731598183.13
8388608 64 0.024146 2781551324.42
8388608 65 0.0242033333333 2777098856.99
8388608 66 0.02422 2774958751.7
8388608 67 0.0239786666667 2800934564.86
8388608 68 0.0243526666667 2761968898.71
8388608 69 0.0243853333333 2758042499.17
16777216 1 0.143413 942892118.926
16777216 2 0.104711333333 1377887890.48
16777216 3 0.088483 1517040847.91
16777216 4 0.068108 1971132481.73
16777216 5 0.0557966666667 2405747012.58
16777216 6 0.0502213333333 2672906327.17
16777216 7 0.0484693333333 2769297356.66
16777216 8 0.0463803333333 2893979275.67
16777216 9 0.0485703333333 2775079985.17
16777216 10 0.052652 2567569629.41
16777216 11 0.0535673333333 2508099125.55
16777216 12 0.0511433333333 2624892231.8
16777216 13 0.0487426666667 2754372577.27
16777216 14 0.0479156666667 2802071562.33
16777216 15 0.0467383333333 2871960848.62
16777216 16 0.0460616666667 2914873541.63
16777216 17 0.048075 2796753648.92
16777216 18 0.051425 2617441783.49
16777216 19 0.0520616666667 2578560853.08
16777216 20 0.0500916666667 2679868567.84
16777216 21 0.0487193333333 2755470130.03
16777216 22 0.0477456666667 2811916119.57
16777216 23 0.0471416666667 2847370246.71
16777216 24 0.0468673333333 2865489990.78
16777216 25 0.0481143333333 2791982114.15
16777216 26 0.050307 2670674801.43
16777216 27 0.0511003333333 2627259777.68
16777216 28 0.0495156666667 2711142843.58
16777216 29 0.048727 2755388213.16
16777216 30 0.0479556666667 2799333257.28
16777216 31 0.0475416666667 2823719687.63
16777216 32 0.04733 2837332389.64
16777216 33 0.0483343333333 2778305739.13
16777216 34 0.0496706666667 2703894633.88
16777216 35 0.0501213333333 2678721427.51
16777216 36 0.0497903333333 2696265601.91
16777216 37 0.04924 2726868824.92
16777216 38 0.0483803333333 2774810302.52
16777216 39 0.0483133333333 2779660797.16
16777216 40 0.048116 2790739195.68
16777216 41 0.0489436666667 2743925876.67
16777216 42 0.0500963333333 2680728704.92
16777216 43 0.0502983333333 2669770990.23
16777216 44 0.0500253333333 2683657487.56
16777216 45 0.049507 2711406785.25
16777216 46 0.049315 2722414514.38
16777216 47 0.0486163333333 2761056056.02
16777216 48 0.048268 2781416003.34
16777216 49 0.0482223333333 2784131845.4
16777216 50 0.0480443333333 2794559385.87
16777216 51 0.0479496666667 2799737625.35
16777216 52 0.047611 2820188335.03
16777216 53 0.047357 2835097822.9
16777216 54 0.046886 2873118993.8
16777216 55 0.0470606666667 2853459115.68
16777216 56 0.0467773333333 2870158139.21
16777216 57 0.0468206666667 2867463971.64
16777216 58 0.0467083333333 2874546683.33
16777216 59 0.046357 2896470935.01
16777216 60 0.0464556666667 2889949415.48
16777216 61 0.0462496666667 2903092742.52
16777216 62 0.0462486666667 2903052460.47
16777216 63 0.0460153333333 2917478344.98
16777216 64 0.0458593333333 2927993347.61
16777216 65 0.0458586666667 2927631251.97
16777216 66 0.0459796666667 2920387196.91
16777216 67 0.0458923333333 2925467821.55
16777216 68 0.0460296666667 2917673563.11
16777216 69 0.0458086666667 2931098213.71
