ArraySize ThreadCount Time[s] Bandwidth[Bytes/s]
262144 13 0.0019286666666666666 1218457437.371551
262144 14 0.0020263333333333335 1178126209.9501863
262144 15 0.001747666666666667 1422624686.5268638
262144 16 0.0021516666666666667 1118968281.9782135
262144 17 0.0019816666666666663 1208980718.0088089
262144 18 0.001956666666666667 1211013108.692973
262144 19 0.0021939999999999998 1136148897.0362537
524288 1 0.006381333333333335 690984293.88214
524288 2 0.005040333333333333 1034101175.3898796
524288 3 0.0038053333333333337 1280310934.3511503
524288 4 0.0034969999999999997 1448179421.6399262
524288 5 0.0028566666666666666 1599237443.9776108
524288 6 0.002928333333333333 1614827644.6464212
524288 7 0.0031579999999999998 1468924267.8270173
524288 8 0.0032329999999999998 1463601792.7417703
524288 9 0.0029263333333333333 1605136270.2348797
524288 10 0.0028676666666666664 1606945957.676066
524288 11 0.003267666666666666 1511685373.0255964
524288 12 0.0028113333333333337 1710853423.7469678
524288 13 0.0030236666666666663 1574645600.355464
524288 14 0.003185 1440086130.6478376
524288 15 0.0038689999999999996 1292009309.0840862
524288 16 0.003554333333333333 1382539128.415076
524288 17 0.0030389999999999987 1574798561.9022477
524288 18 0.0030900000000000003 1520276599.1003995
524288 19 0.003160333333333333 1555287737.1122162
1048576 1 0.012334333333333334 702116811.5584624
1048576 2 0.007691 1268213111.6494224
1048576 3 0.006424333333333332 1445283621.828138
1048576 4 0.005299666666666665 1809231151.6914825
1048576 5 0.005194666666666667 1765729362.6016588
1048576 6 0.005600333333333334 1562831155.7448192
1048576 7 0.005081333333333334 1804184598.7998362
1048576 8 0.004776000000000001 1854660459.3122063
1048576 9 0.004954000000000001 1865908848.4594066
1048576 10 0.004607999999999999 1930218597.5580332
1048576 11 0.0051263333333333334 1766293657.4169452
1048576 12 0.004346666666666665 2047517422.9392138
1048576 13 0.004225333333333333 2094095384.0180376
1048576 14 0.004137 2113304390.9633155
1048576 15 0.004470333333333334 1991979096.7226083
1048576 16 0.004410666666666666 2128115747.657544
1048576 17 0.0042049999999999995 2163047354.5074925
1048576 18 0.004939666666666667 1937534453.4853516
1048576 19 0.004195 2152159577.054757
2097152 1 0.019508999999999995 872995914.332603
2097152 2 0.012251666666666664 1482953278.3941703
2097152 3 0.01002 1846393919.5398533
2097152 4 0.009109 1989054394.4088712
2097152 5 0.008671333333333331 2010344387.1560838
2097152 6 0.008501333333333335 2099251943.3329532
2097152 7 0.008295333333333332 2146196183.4085116
2097152 8 0.007549 2355160182.964815
2097152 9 0.007939666666666668 2172818958.623771
2097152 10 0.0073166666666666675 2396778006.85061
2097152 11 0.006749333333333332 2582965072.6153316
2097152 12 0.006862333333333333 2533056995.7908025
2097152 13 0.006938000000000001 2509672221.892158
2097152 14 0.0067406666666666665 2555938340.389864
2097152 15 0.006816666666666665 2541554793.3600845
2097152 16 0.006762333333333334 2565523659.811414
2097152 17 0.006886666666666665 2552685497.8396735
2097152 18 0.0064073333333333335 2696339616.351989
2097152 19 0.006641666666666666 2630295678.734162
4194304 1 0.03080966666666667 1094539251.2945564
4194304 2 0.018626 1855663144.2113652
4194304 3 0.015579000000000004 2248933196.754617
4194304 4 0.014554333333333334 2370316219.107922
4194304 5 0.013768666666666667 2507528492.0739994
4194304 6 0.014104999999999998 2432899030.3969173
4194304 7 0.013315333333333335 2660459310.628288
4194304 8 0.012431333333333329 2791276365.2145214
4194304 9 0.011870666666666667 2884965104.3822274
4194304 10 0.012059666666666668 2874672976.6942115
4194304 11 0.012510999999999998 2795746424.3059983
4194304 12 0.012332999999999998 2807636016.3955617
4194304 13 0.012030666666666667 2880280698.851173
4194304 14 0.011992000000000001 2906973507.27078
4194304 15 0.011353666666666666 3089375943.968177
4194304 16 0.011166000000000002 3051907192.4726624
4194304 17 0.011378666666666664 3008497727.3716526
4194304 18 0.011682999999999999 2996537388.270713
4194304 19 0.011722999999999996 2952186925.6430297
8388608 1 0.05277866666666667 1275558995.3693683
8388608 2 0.029932999999999994 2260185813.779184
8388608 3 0.023109333333333332 2957692143.5586386
8388608 4 0.021222 3273285099.4053063
8388608 5 0.020665333333333334 3298957790.7504563
8388608 6 0.021028000000000005 3238989181.304143
8388608 7 0.020068333333333337 3375441589.646638
8388608 8 0.020589666666666662 3284510766.5257316
8388608 9 0.01928866666666667 3495248388.8278623
8388608 10 0.019391000000000005 3492028782.5124025
8388608 11 0.019462 3486211740.170233
8388608 12 0.01908733333333333 3568839190.0920353
8388608 13 0.018623333333333332 3639741390.321573
8388608 14 0.019590333333333335 3464065590.230912
8388608 15 0.019780000000000002 3435759890.833534
8388608 16 0.019330000000000003 3507119278.7557554
8388608 17 0.019491666666666668 3490397969.4144998
8388608 18 0.019051 3571158333.7876067
8388608 19 0.01972133333333333 3443184737.914123
16777216 1 0.099426 1351099648.2354536
16777216 2 0.052739999999999995 2555651708.327131
16777216 3 0.039177000000000003 3441261929.4870224
16777216 4 0.036164 3744379527.353151
16777216 5 0.03707966666666666 3634694143.4240956
16777216 6 0.03725133333333334 3631808230.439606
16777216 7 0.03513333333333333 3833719783.89099
16777216 8 0.034188333333333334 3943128120.964004
16777216 9 0.03470866666666666 3883047845.3234854
16777216 10 0.03511833333333333 3842004676.556424
16777216 11 0.03429833333333333 3928191629.3597574
16777216 12 0.034437666666666665 3928833452.4108834
16777216 13 0.03406633333333334 3955869930.4064965
16777216 14 0.03394900000000001 3967281137.539832
16777216 15 0.035224 3825069523.8539634
16777216 16 0.034166666666666665 3939078349.9804664
16777216 17 0.03405433333333334 3954434262.8737874
16777216 18 0.03424866666666668 3934588525.282111
16777216 19 0.033558333333333336 4012403949.6515107
