LOCK_RMW 100000 0.00443 22579155.90 0.00000004 32
MUTEX 99990 0.01642 6090981.74 0.00000016 33
ATOMIC 99990 0.00155 64600809.76 0.00000002 33
LOCK_RMW 99990 0.00356 28111030.03 0.00000004 33
MUTEX 99994 0.01607 6223552.96 0.00000016 34
ATOMIC 99994 0.00148 67515330.68 0.00000001 34
LOCK_RMW 99994 0.07818 1279041.05 0.00000078 34
MUTEX 99995 0.01088 9189916.92 0.00000011 35
ATOMIC 99995 0.00140 71316005.52 0.00000001 35
LOCK_RMW 99995 0.00418 23915688.46 0.00000004 35
MUTEX 99972 0.01508 6630711.91 0.00000015 36
ATOMIC 99972 0.00152 65558624.06 0.00000002 36
LOCK_RMW 99972 0.04774 2094177.44 0.00000048 36
MUTEX 99974 0.01542 6481711.28 0.00000015 37
ATOMIC 99974 0.00146 68326763.58 0.00000001 37
LOCK_RMW 99974 0.00294 34016496.15 0.00000003 37
MUTEX 99978 0.00982 10183053.07 0.00000010 38
ATOMIC 99978 0.00403 24820250.09 0.00000004 38
LOCK_RMW 99978 0.01570 6367694.07 0.00000016 38
MUTEX 99996 0.00909 11003033.29 0.00000009 39
ATOMIC 99996 0.00138 72512728.70 0.00000001 39
LOCK_RMW 99996 0.04790 2087507.33 0.00000048 39
MUTEX 100000 0.01152 8678289.30 0.00000012 40
ATOMIC 100000 0.00194 51571425.06 0.00000002 40
LOCK_RMW 100000 0.11366 879794.10 0.00000114 40
MUTEX 99999 0.01240 8063717.57 0.00000012 41
ATOMIC 99999 0.00155 64636493.40 0.00000002 41
LOCK_RMW 99999 0.02208 4527924.84 0.00000022 41
MUTEX 99960 0.01444 6924352.64 0.00000014 42
ATOMIC 99960 0.00151 66025610.68 0.00000002 42
LOCK_RMW 99960 0.01288 7762110.34 0.00000013 42
MUTEX 99975 0.01509 6623997.57 0.00000015 43
ATOMIC 99975 0.00149 67049175.31 0.00000001 43
LOCK_RMW 99975 0.07724 1294290.54 0.00000077 43
MUTEX 99968 0.01560 6409884.46 0.00000016 44
ATOMIC 99968 0.00178 56063134.41 0.00000002 44
LOCK_RMW 99968 0.04797 2084049.56 0.00000048 44
MUTEX 99990 0.01149 8702449.72 0.00000011 45
ATOMIC 99990 0.00178 56301309.83 0.00000002 45
LOCK_RMW 99990 0.00364 27477459.02 0.00000004 45
MUTEX 99958 0.01212 8245245.42 0.00000012 46
ATOMIC 99958 0.00171 58522367.29 0.00000002 46
LOCK_RMW 99958 0.04121 2425285.42 0.00000041 46
MUTEX 99969 0.01038 9628022.42 0.00000010 47
ATOMIC 99969 0.00173 57850493.46 0.00000002 47
LOCK_RMW 99969 0.00568 17612482.74 0.00000006 47
MUTEX 99984 0.01186 8428227.01 0.00000012 48
ATOMIC 99984 0.00173 57628595.73 0.00000002 48
LOCK_RMW 99984 0.00953 10489064.58 0.00000010 48
