LOCK_RMW 9999980 15.54870 643139.14 0.00000155 31
MUTEX 10000000 1.10970 9011468.06 0.00000011 32
ATOMIC 10000000 0.46894 21324602.10 0.00000005 32
LOCK_RMW 10000000 17.52428 570636.79 0.00000175 32
MUTEX 9999990 1.12373 8898958.44 0.00000011 33
ATOMIC 9999990 0.47160 21204204.57 0.00000005 33
LOCK_RMW 9999990 19.45838 513916.86 0.00000195 33
MUTEX 9999978 1.09078 9167713.15 0.00000011 34
ATOMIC 9999978 0.46609 21455038.24 0.00000005 34
LOCK_RMW 9999978 20.58664 485750.88 0.00000206 34
MUTEX 9999990 1.13319 8824613.16 0.00000011 35
ATOMIC 9999990 0.46621 21449501.16 0.00000005 35
LOCK_RMW 9999990 20.98498 476530.74 0.00000210 35
MUTEX 9999972 1.11772 8946775.63 0.00000011 36
ATOMIC 9999972 0.44107 22672021.60 0.00000004 36
LOCK_RMW 9999972 30.32780 329729.52 0.00000303 36
MUTEX 9999990 1.13334 8823430.63 0.00000011 37
ATOMIC 9999990 0.43841 22809673.60 0.00000004 37
LOCK_RMW 9999990 30.70326 325697.97 0.00000307 37
MUTEX 9999966 1.17077 8541358.76 0.00000012 38
ATOMIC 9999966 0.46261 21616217.22 0.00000005 38
LOCK_RMW 9999966 31.75397 314920.22 0.00000318 38
MUTEX 9999990 1.18520 8437413.42 0.00000012 39
ATOMIC 9999990 0.47172 21198867.48 0.00000005 39
LOCK_RMW 9999990 37.06251 269814.17 0.00000371 39
MUTEX 10000000 1.18315 8452013.31 0.00000012 40
ATOMIC 10000000 0.49540 20185788.19 0.00000005 40
LOCK_RMW 10000000 38.37628 260577.61 0.00000384 40
MUTEX 9999982 1.17690 8496870.22 0.00000012 41
ATOMIC 9999982 0.49200 20325241.21 0.00000005 41
LOCK_RMW 9999982 38.21585 261671.08 0.00000382 41
MUTEX 9999990 1.18927 8408510.97 0.00000012 42
ATOMIC 9999990 0.48478 20627930.53 0.00000005 42
LOCK_RMW 9999990 40.01682 249894.67 0.00000400 42
MUTEX 9999994 1.20960 8267156.78 0.00000012 43
ATOMIC 9999994 0.47185 21192984.70 0.00000005 43
LOCK_RMW 9999994 42.13201 237349.06 0.00000421 43
MUTEX 9999968 1.19752 8350551.08 0.00000012 44
ATOMIC 9999968 0.47782 20928267.41 0.00000005 44
LOCK_RMW 9999968 42.48649 235368.21 0.00000425 44
MUTEX 9999990 1.21268 8246176.60 0.00000012 45
ATOMIC 9999990 0.46744 21393190.91 0.00000005 45
LOCK_RMW 9999990 43.42391 230287.67 0.00000434 45
MUTEX 9999986 1.20077 8327978.57 0.00000012 46
ATOMIC 9999986 0.44416 22514124.69 0.00000004 46
LOCK_RMW 9999986 45.17627 221354.83 0.00000452 46
MUTEX 9999955 1.23847 8074468.58 0.00000012 47
ATOMIC 9999955 0.46657 21432963.05 0.00000005 47
LOCK_RMW 9999955 46.65404 214342.73 0.00000467 47
MUTEX 9999984 1.18558 8434654.54 0.00000012 48
ATOMIC 9999984 0.47079 21240949.13 0.00000005 48
LOCK_RMW 9999984 47.33615 211254.71 0.00000473 48
